Source,Target,Type,Id,Label,Weight,first lines,note,editions,folio,last lines,facsimiles,attributed title,transcription,attributed author
DIMEV 5451,BodLauMis108,Undirected,284629,,1,"ÞE riȝte put of helle is a midde þe eorþe with
                    InneÞat ore louerd it made iwis þat quoynte was of
                    ginne…",With I and II.,"Horstmann,  Carl. 
             “Die Legende des heilige Michael nach MS Laud 108.” 
             Jahrbuch für romanische und englische Sprache und
                Literatur
         13 (1874): 150-80: 154-80.
Horstmann,  Carl,
                        ed.  
             The Early South-English Legendary.
EETS
         o.s. 87 (1887; repr. 1987): 299-322.",ff. 136v-141,"…Nov Iesu crist þat us soule ȝaf graunte us þat we
                    hire moten so here redeÞat Seint MIȝhel hire mote a fongue and bi
                    fore to Ioye lede",,,,
DIMEV 5460,NLS1921,Undirected,284658,,1,"Þe siker soþe who so seysWiþ diol dreye we our
                    days…",,"Laing,  David,  and  William Barclay David Donald Turnbull, eds.  
             Owain Miles &c.
         Edinburgh, 1837: no. IV.
Kölbing,  Eugen. 
             “Kleine Publicationen aus der Auchinleck-Handschrift VIII: Die Feinde
                des Menschen.” 
             Englische Studien
         9 (1886): 440-3: 441-2.
Bullock,  Constance. 
             “The Enemies of Man.” 
             Review of English Studies
         5 (1929): 186-94: 186.
Brown,  Carleton Fairchild,
                        ed.  
             Religious Lyrics of the XIV Century.
         Oxford: Clarendon, 1924. 2nd ed., rev.: G. V. Smithers, Oxford,
            1952: 32-5.",ff. 303rb-303vb,"…Now haue y founden þi fasFinde tow þi
                    frendes",,,,
DIMEV 5526,GULHun512,Undirected,284773,,1,"The wysdom of þe fadir þe treuþe of þe hiȝe
                    kinggod & man was take in þe morwenyng…","Seven stanzas, aabb, plus refrain, cd (i.e. not rhyming in this MS
                    version) as last two lines above, separated and interspersed in English prymer,
                    hours of the cross.",,ff. 66-96v,"…Wiþ spicerie he was biried hooly writ to
                    fulfilleþenke we sadly on his deeþ þat schal saue us alle
                    fro helleWe worschipeþ to þee crist & blesse to
                    þeeffor bi þi deeþ þu hast bouȝt aȝen þe
                    world",,,,
DIMEV 5554,BodLauMis108,Undirected,284836,,1,"TEofle was a swyþe gret man And guod clerk he was alsoHext
                    Maister bi fore alle oþere under þe bischope i do…",,"Horstmann,  Carl,
                        ed.  
             The Early South-English Legendary.
EETS
         o.s. 87 (1887; repr. 1987): 288-93.",ff. 128-130,"…Wel fair miracle ore lauedi dude þat brouȝte him of
                    þulke woAse heo hath manye oþere idon and ȝeot heo wole wel
                    mo",,,,
DIMEV 5640,BodDig86,Undirected,285214,,1,"Þench of þe latemeste dai hou we schulen fareHout of
                    þisse worlde mid serewe and mid kare…",114 lines.,"Stengel,  Edmund. 
             Coducem Manu Scriptum Digby 86….
         Halle: Orphanotrophei, 1871: 101.",ff. 198-200,"…And lete hous hatie þe wou and louien þe
                    riȝtteAnd bringe hous at þen hendedai into heuene liȝtte
                    amen","Tschann,  Judith A.,  and  Malcolm B. Parkes.  
             “Introduction.” 
             Facsimile of Oxford, Bodleian Library, MS Digby 86
EETS
         s.s. 16 (1996).",,,
DIMEV 5640,CamTCC323,Undirected,285216,,1,"Þene latemeste dai wenne we sulen farrenvt of þisse
                    worlde wid pine & wid care…",108 lines.,"Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 46-54.",ff. 43v-45v,"…& lete us hatiin þat wawe & louien þat
                    risteand bring us at hure endesid in to houene liste",,,,
DIMEV 5859,CamTCC323,Undirected,285789,,1,"Þu þad madist alle þincmi suete fadir hewene
                    kinc…","6-line Latin verse, ‘Aspice mitissime
                    conditor…’, precedes it; written two lines of verse per line in
                    MS.","Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 61.",f. 83v,"…fadir þau monkine abidon folieMid mine wondis for hem
                    mercy ic þe crie",,,,
DIMEV 6106,CamGon351,Undirected,286286,,1,,"Cf. Wenzel (1974)
XWenzel,  Siegfried. 
             “Unrecorded Middle-English Verses.” 
             Anglia
         92 (1974): 55-78, no. 78.","James,  Montague Rhodes. 
             A Descriptive Catalogue of the Manuscripts in the Library of Gonville
                and Caius College, Cambridge.
         2 vols. Cambridge: at the UP, 1907: 1.398.
Laing,  Margaret. 
             Catalogue of sources for a Linguistic Atlas of Early Medieval
                English.
         Cambridge: UP, 1993: (mistranscribing as ‘drue’ in second
                        line).",f. 97,,,,"under stand wel gris wat þou were and wat þu ertand hou
                    þou driue þi fader cart",
DIMEV 6112,BodDig86,Undirected,286300,,1,"Hounseli gost wat des þou hereÞou were in helle nou for
                    ȝere…",,"Horstmann,  Carl. 
             “Nachträge zu den Legenden.” 
             Archiv für das Studium der neueren Sprachen und
                Literaturen
         62 (1879): 397-442: 403-6.",ff. 132-134v,"…Of þi loue þat is so swoteAnd witet hit þat hi
                    springe mote","Tschann,  Judith A.,  and  Malcolm B. Parkes.  
             “Introduction.” 
             Facsimile of Oxford, Bodleian Library, MS Digby 86
EETS
         s.s. 16 (1996).",Les ounsse peines de enfer (f. 132),,
DIMEV 6125,BodLauMis108,Undirected,286326,,1,"[O]pon a somer soneday se I þe sonneErly risinde in þe
                    est ende…",,"Wright,  Thomas,  and  James Orchard Halliwell-Phillipps, eds.  
             Reliquiae Antiquae.
         2 vols. London: Smith, 1845: 2.7-9.
Brown,  Carleton Fairchild. 
             “Somer Soneday.” 
             Studies in English Philology: A Miscellany in Honor of Frederick
                Klaeber.
            Kemp Malone,
                              and  Martin B. Ruud,
                            eds. 
         Minneapolis: University of Minnesota Press, 1929: 362-74: 362-6.
Robbins,  Rossell Hope,
                        ed.  
             Historical Poems of the XIV and XV Centuries.
         New York: Columbia UP, 1959: 98-102.
Turville-Petre,  Thorlac. 
             Alliterative Poetry of the Later Middle Ages.
Routledge Medieval English Texts.
         Washington: Catholic University of America Press, 1989: 142-7.",f. 237,"…A bare body in a bed a bere ibrouth him byA duk drawe to
                    þe deþ wiþ drouping and dare",,,,
DIMEV 6172,NLS1921,Undirected,286423,,1,"…Orfeo was a kingIn Inglond an heiȝe
                    lording…","604 lines in couplets; begins imperfectly, due to loss of most of leaf
                    (f. 299a), of which only a stub remains.","Cook,  Albert Stanburrough. 
             A Literary Middle English Reader.
         Boston and New York: Ginn, 1915: 88-107.
Zielke,  Oscar,
                        ed.  
             Sir Orfeo.
         Breslau: Koebner, 1880: (602 lines).
Sisam,  Kenneth. 
             Fourteenth Century Verse and Prose.
         Oxford: Clarendon, 1921: 13 (604 lines).
Bliss,  Alan Joseph,
                        ed.  
             Sir Orfeo.
         Oxford: Clarendon, 1954. 
Laing,  David. 
             Select Remains of the Ancient Popular and Romance Poetry of
                Scotland.
         Edinburgh: 1822; rev. 
                J.
                Small
            , Edinburgh: Blackwood, 1885; rev. 
                W. C.
                Hazlitt
            ,  “Early Popular Poetry of Scotland” , London: Reeves and
            Turner, 1895: 1.64-80.
Ford,  Boris. 
             The Age of Chaucer, with an Anthology of Medieval Poems.
         Hammersmith, Melbourne, etc.: Penguin, 1954: 271-87.
Stevick,  Robert D.,
                        ed.  
             Five Middle English Narratives.
         Indianapolis: Bobbs-Merrill, 1967: 3-26.
Sisam,  Celia,  and  Kenneth Sisam, eds.  
             The Oxford Book of Medieval English Verse.
         Oxford: Clarendon, 1970: 76-98.
Spearing,  A. C.,  and  J. E. Spearing.  
             Poetry of the Age of Chaucer.
         London: Edward Arnold, 1974: 50-7.
Laskaya,  Anna,  and  Eve Salisbury, eds.  
             The Middle English
                    Breton Lays.
         Kalamazoo, MI: Western Michigan University for TEAMS, 1995: 15-59.",ff. 300ra-303ra,"…Þus com sir orfeo out of his careGod graunt ous alle
                    wele to fare",,,,
DIMEV 6173,NLS1921,Undirected,286424,,1,"We redeþ oft & findeþ ywrite& þis clerkes
                    wele it wite…","320 lines, ends imperfectly due to loss of leaf, of which only a stub
                    remains (f. 262a).","Child,  Francis James. 
             English and Scottish Ballads.
         8 vols. in 4, forerunner of next entry. Boston: Houghton, Osgood, also
            Little, Brown, 1857-58 et seq: 2.63.
Weber,  Henry William. 
             Metrical Romances of the Thirteenth, Fourteenth, and Fifteenth
                Centuries.
         3 vols. Edinburgh: A. Carstalle, 1810: 1.357-71.
Varnhagen,  Hermann. 
             “Zu mittelenglischen gedichten: IV-X.” 
             Anglia
         3 (1880): 59-67, 275-92, 415-25, 533-51: 415-22.
Guillaume,  Gabrielle,
                        ed.  
             “Lai le Freine.” 
         Diss. Sorbonne, 1922. 
Wattie,  Margaret,
                        ed.  
             The Middle English Lai de Freine.
Smith College Studies in Modern Languages
         10/3. Northampton, MA: Smith College, 1929. 
Sands,  Donald B.,
                        ed.  
             Middle English Verse Romances.
         New York: Holt, Rinehart and Winston, 1966: 234-45.
Barratt,  Alexandra,
                        ed.  
             Women’s Writing in Middle English.
         London: Longman, 1992: 41-8 (excerpts).
Laskaya,  Anna,  and  Eve Salisbury, eds.  
             The Middle English
                    Breton Lays.
         Kalamazoo, MI: Western Michigan University for TEAMS, 1995: 61-87.",ff. 261ra-262a,…Mad[ ]his [ ]dan[ ]Whe[ ],,Lay le freine (f. 261ra),,
DIMEV 6186,BLHar2253,Undirected,286460,,1,"Weping haueþ myn wonges wetFor wikked werk ant wone of
                    wyt…",Written two lines of verse per line of MS.,"Wright,  Thomas. 
             Specimens of Lyric Poetry composed in England in the Reign of Edward
                the First.
Percy Society
         4. London: Richard, 1842: 30-3.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 51-4.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 141-3.
Brook,  George Leslie. 
             The Harley Lyrics.
         Manchester: Manchester UP, 1948; rev. ed. 1956; 3rd ed. 1964: 35-6.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 61-3.
Turville-Petre,  Thorlac. 
             Alliterative Poetry of the Later Middle Ages.
Routledge Medieval English Texts.
         Washington: Catholic University of America Press, 1989: 21-4.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 5, no. 33.",f. 66,…Selþe be him sentIn londe of leuedis alle,"Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
DIMEV 6292,BLHar913,Undirected,286725,,1,"Whan erþ haþ erþ iwonne wiþ wowþan
                    erþ nim hir inow…",,"Heuser,  Wilhelm. 
             Die Kildare-Gedichte…
Bonner Beiträge zur Anglistik
         14. Bonn: P. Hanstein, 1904: 179-80.
Murray,  Hilda M. R.,
                        ed.  
             The Middle English Poem Erthe upon Erthe, printed from 24
                manuscripts.
EETS
         o.s. 141 (1911); repr. 1964: 1-4.
Wright,  Thomas,  and  James Orchard Halliwell-Phillipps, eds.  
             Reliquiae Antiquae.
         2 vols. London: Smith, 1845: 2.216-18.
Furnivall,  Frederick James. 
             Early English Poems and Lives of Saints.
Transactions of the London Philological Society
         1858; Pt. 2, Berlin, 1862: 150-2.",ff. 62-63v,"…for he is king of blis and mon of moch medeþat
                    deliþ þe dai fram niȝt and leuiþ lif and dede",,,,
DIMEV 6292,BLHar2253,Undirected,286726,,1,"Erþe toc of erþe erþe wyþ wohErþe
                    oþer erþe to þe erþe drohErþe leyde erþe in
                    erþene þrohþo heuede erþe of erþe erþe
                    ynoh",Four lines only,"Heuser,  Wilhelm. 
             Die Kildare-Gedichte…
Bonner Beiträge zur Anglistik
         14. Bonn: P. Hanstein, 1904: 179-80.
Murray,  Hilda M. R.,
                        ed.  
             The Middle English Poem Erthe upon Erthe, printed from 24
                manuscripts.
EETS
         o.s. 141 (1911); repr. 1964: 1-4.
Ritson,  Joseph,
                        ed.  
             Ancient Songs from the Time of King Henry the Third to the
                Revolution.
         London, 1790. Further editions as Ritson,
                    Joseph, ed.  Ancient Songs and Ballads
                from the Reign of King Henry the Second to the Revolution. 2 vols. London,
            1829; re-ed. 
                William Carew
                Hazlitt
             London, 1877: 13.
Flügel,  Ewald. 
             “Liedersammlungen des XVI Jahrhunderts….” 
             Anglia
         26 (1903): 94-285: 216.
Förster,  Max. 
             “Die älteste Fassung des mittelenglishce Gedichtes Earth Upon
                Earth.” 
             Archiv für das Studium der neueren Sprachen und
                Literaturen
         138 (1919): 39-61: 61.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 132.
Brook,  George Leslie. 
             The Harley Lyrics.
         Manchester: Manchester UP, 1948; rev. ed. 1956; 3rd ed. 1964: 29.
Kaiser,  Rolf,
                        ed.  
             Alt- und mittelenglische Anthologie.
         Berlin-Charlottenburg: E. Schütt, 1954: 241.
Kaiser,  Rolf,
                        ed.  
             Alt- und mittelenglische Anthologie.
         Berlin, 1954; 3rd ed.; trans. as  Medieval English: a
                Old English and Middle English Anthology Berlin West, 1958: 286.
Stevick,  Robert D.,
                        ed.  
             One Hundred Middle English Lyrics.
         Indianapolis: Bobbs-Merrill, 1964: 37.
Haskell,  Ann Sullivan,
                        ed.  
             A Middle English Anthology.
         Garden City, NY: Anchor, 1969; 2nd ed. Detroit: Wayne State UP,
            1985: 352.
Sisam,  Celia,  and  Kenneth Sisam, eds.  
             The Oxford Book of Medieval English Verse.
         Oxford: Clarendon, 1970: 554.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 230.
Gray,  Douglas,
                        ed.  
             A Selection of Religious Lyrics.
Clarendon Medieval and Tudor Series.
         Oxford: Clarendon, 1975: 91.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 4, no. 24b.",f. 59v,,,,,
