Id	Label	Note	Subjects	Versification	_description	Macaronic	Author(s)	Author confidence	Title(s)	Bibliographic Ghosts	Type
DIMEV 5753	This solemn feast to be had in remembrance		mystery plays; Holy Innocents	— eight-line — ababbcbc	The Digby Play of the Slaughter of the Innocents — 566 lines generally in eight-line stanzas						Text
DIMEV 5754	This sorrowful death which bringeth great full low	Formerly included under 6322.	chronicles, verse in; Edward I, death of; elegies	— seven-line — ababbcc	Ballade on the death of Edward I, translating Latin lines that were hung over his tomb, which precedes it, in Part VII of Fabyan’s Chronicle, Septima Pars, Edwardi Primi — six stanzas rhyme royal						Text
DIMEV 5755	"No records were found. Use the ""IMEV Number"" search menu to find the sample records entered in this prototype version of the database."				close						Text
DIMEV 5756	This Summoner in his stirrups high stood		pilgrims/pilgrimage; links; friars; contest	— couplets — aa	Geoffrey Chaucer, the Sommoner’s Prologue of the Canterbury Tales — 44 lines in rhyming couplets.		Geoffrey Chaucer		Sommoner’s Prologue; Canterbury Tales		Text
DIMEV 5757	This the parliament of birds		birds	— four-line	‘The Parliament of Birds’ — 280 lines in quatrains						Text
DIMEV 5758	This time is born a child full good		carols, Nativity	— four-line — aaab	A Christmas carol — five quatrains (aaab) and burden: ‘Man be merie as bryd on berie / & al thi care let away’						Text
DIMEV 5759	This time man hath overcome the fiend and robbed hell		Christ, triumph of; Christ, Incarnation of		How man is made God’s Brother — six long lines						Text
DIMEV 5760	This time when lovers aldermost defy		roundels; May, poems of	— fourteen-line — abbaabababbaab	Charles d’Orléans, a roundel — 14 lines		Charles d’Orléans				Text
DIMEV 5761	This tragedy doth naturally complain	Follows (and is part of?) 1174 in one MS	ingratitude; epilogues	— seven-line — ababbcc	4 stanzas						Text
DIMEV 5762	"No records were found. Use the ""IMEV Number"" search menu to find the sample records entered in this prototype version of the database."				close						Text
DIMEV 5763	"No records were found. Use the ""IMEV Number"" search menu to find the sample records entered in this prototype version of the database."				close						Text
DIMEV 5764	"No records were found. Use the ""IMEV Number"" search menu to find the sample records entered in this prototype version of the database."				close						Text
DIMEV 5765	"No records were found. Use the ""IMEV Number"" search menu to find the sample records entered in this prototype version of the database."				close						Text
DIMEV 5766	"No records were found. Use the ""IMEV Number"" search menu to find the sample records entered in this prototype version of the database."				close						Text
DIMEV 5767	"No records were found. Use the ""IMEV Number"" search menu to find the sample records entered in this prototype version of the database."				close						Text
DIMEV 5768	"No records were found. Use the ""IMEV Number"" search menu to find the sample records entered in this prototype version of the database."				close						Text
DIMEV 5769	"No records were found. Use the ""IMEV Number"" search menu to find the sample records entered in this prototype version of the database."				close						Text
DIMEV 5770	"No records were found. Use the ""IMEV Number"" search menu to find the sample records entered in this prototype version of the database."				close						Text
DIMEV 5771	"No records were found. Use the ""IMEV Number"" search menu to find the sample records entered in this prototype version of the database."				close						Text
DIMEV 5772	This treatise devised it is		epitaphs; Udersall, Adam; Clark, John; skeltonics		John Skelton, epitaph for Adam Udersall and John Clark — 131 lines in Latin and English ‘skeltonics’	Latin	John Skelton				Text
DIMEV 5773	This unrighteous man said in his saw		thieves; devil; debates, between angels and devils	— two-line — aa	Debate between devils and angels over the body of a repentant robber — thirty-seven couplets in a short prose narrative, probably from Jacques de Vitry						Text
DIMEV 5774	This voice both sharp and also shrill		carols, of Doomsday; Doomsday, songs of	— four-line — aaab	‘Uenite ad iudicium’ — eight quatrains (aaab) with refrain, ‘Uenite ad iudicium’ and two-line burden: ‘A voyce from heuen to erth shall com / Uenite ad iudicium’	Latin					Text
DIMEV 5775	This water this lion dragon also dreaden me so sore		translations; exempla	— two-line — aa	Two couplets in a Latin exemplum						Text
DIMEV 5776	Though love be strong and mickle of might [Þey loue be strong and mikel of mith]		love, nature of	— two-line — aa	On True Love — four couplets						Text
DIMEV 5777	This wicked man couth none evil he wrought		exempla ; evil living	— two-line — aa	The evil man — four couplets in a Latin exemplum						Text
DIMEV 5778	This wide world is so large of space	For a variant text see 81 by Lydgate.	transitoriness, of world	— eight-line — ababbcbc	They That No While Endure — seven eight-line stanzas (ababbcbc) each ending with this phrase						Text
DIMEV 5779	This wind by reason is called temptacion	Formerly 3525 (alphabetized by the burden).	carols, of the Passion	— four-line — irregular	Christ in the cold — eleven quatrains (irregular) with refrain, ‘To kype the cold wynd awaye’ and burden: ‘there blows a colde wynd todaye todaye / þe wynd blows cold todaye / cryst sufferyd his passyon for manys saluacyon / co kype the cold wynd awaye’						Text
DIMEV 5780	This woman hath left her vessel of clay		scripture texts, Engl. trans. of	— two-line	A couplet translating the text (John iv.28) of a Latin sermon						Text
DIMEV 5781	This woman that died in dolour		translations; inscriptions; sermons, verse in; Christ, love to sinners	— two-line — aa	Inscription of the tomb of a sinful woman, translating Candidus flore nitet hec extincta dolore — one couplet						Text
DIMEV 5782	This wonder well under this throne		Fortune, wheel of; warnings	— six-line — aabcbc	Warning, ‘Ware the Wheel of Fortune’ — six lines (aabcbc)				‘Ware the Wheel of Fortune’		Text
DIMEV 5783	This word that we Pater call	Cf. lines 369-372 of the Speculum Vitae (423).	Lord’s Prayer	— two-line — aa	Four lines on the significance of ‘Pater’ — two couplets						Text
DIMEV 5784	"No records were found. Use the ""IMEV Number"" search menu to find the sample records entered in this prototype version of the database."				close						Text
DIMEV 5785	This work who so shall see or read	Same as stanzas 20-29 and 38, 35 of The Remedy of Love (4801) occurring separately.	advice, to lovers; lovers, warnings to	— seven-line — ababbcc	‘Fle þe mys-woman’, with an exemplum — twelve stanzas rhyme royal				‘Fle þe mys-woman’		Text
DIMEV 5786	This world foul is and cleanseth lite	"Cf. Walther (1963)
XWalther, Hans. Proverbia sententiaque latinitatis medii aevi. 6 vols. Göttingen, 1963-69, no. 15467."	sermons, verse in; greed; translations	— two-line — aa	On shunning greed — a tag in the Fasciculus morum, translating a Latin distich					Spalding, Lincolnshire, Spalding Gentlemen’s Society M.J.B.14 [olim Maurice Johnson No. LIV], f. 83v: not in this MS.	Text
DIMEV 5787	This world him plaineth of mickle untrue	For variants see 3471 and 3472.	evils of the times	— two-line — aa	On the degeneracy of the times — two couplets						Text
DIMEV 5788	This world is born up by estates seven	Stanzas 3-7 appear separately in other MSS as 939; stanzas 23 to end appear separately in other MSS as 5533.	estates literature	— eight-line, seven-line — ababbcbc, ababbcc	?John Lydgate, ‘A Pageant of Knowledge’ — thirty-nine rhyme royal and eight-line stanzas (ababbcbc)		John Lydgate				Text
DIMEV 5789	This world is but a vanity	See 6745.	carols, of mortality	— four-line — aaab	Mane nobiscum domine — a hymn of four quatrains (aaab) with this refrain and 4-line burden: ‘O blessed lord full of pete / Mane nobiscum domine’ (repeated)	Latin					Text
DIMEV 5790	This world is dealed all on three		geography	— two-line — aa	A geography in verse — in couplets						Text
DIMEV 5791	This world is false I dare well say		carols, of Doomsday; transitoriness, of life	— four-line — aaab	A song of the brevity of man’s life — eight quatrains (aaab) each ending with a Latin line, and Nowell burden	Latin					Text
DIMEV 5792	This world is full of stableness		satires; envoys	— eight-line — ababbcbc	John Lydgate, ‘Riȝt as the crabbe goth forward’ — seven eight-line stanzas with this refrain (Envoy included)		John Lydgate			Oxford, Bodleian Library Bodley 779 (SC 2567), f. 189: see 6698.	Text
DIMEV 5793	This world is full of variance	"The Envoy alone occurs separately in two MSS (4120); non-source-specific edition is Wright and Halliwell-Phillipps (1845)
XThomas Wright, and James Orchard Halliwell-Phillipps. Reliquiae Antiquae. 2 vols. London: Smith, 1845, 2.70."	duplicity; mutability; dice; Fortune, complaint against; women, warnings to; envoys	— eight-line — ababbcbc	John Lydgate, ‘Beware of Doublenesse’ — thirteen eight-line stanzas (ababbcbc) with Envoy, each ending with the word, ‘Doublenesse’, plus one 8-line Latin stanza after envoy		John Lydgate		‘Beware of Doublenesse’		Text
DIMEV 5794	This world is mutable so sayeth sage				One couplet — for similar content, see 712						Text
DIMEV 5795	This world is of so great a space		dialogues; wise men; wisdom; youth, folly of	— four-line — abab	Interrogacio juvenis & Responsio sapientis — one cross-rhymed quatrain				Interrogacio juvenis & Responsio sapientis		Text
DIMEV 5796	This world is subtle and deceivable		world, untrustworthiness of	— eight-line — ababbcbc	‘Dum sumus in mundo uiuamus consuetudo’ — one eight-line stanza (ababbcbc)				‘Dum sumus in mundo uiuamus consuetudo’		Text
DIMEV 5797	This world lordlings I understand	Stanza 8 is identical with stanza 1 of 702.	carols, of Doomsday; Doomsday	— four-line — aaab	A song of Doomsday — nine quatrains and burden: ‘God þat alle mytes may / Helpe vs at our ending day’						Text
DIMEV 5798	This world wondereth of all thing		carols, Nativity	— four-line — aaab	A carol of the Incarnation — five three-line stanzas (aaa) + burden (bb): ‘VEni redemptor gencium / veni redemptor gencium’						Text
DIMEV 5799	This worldly joy is only fantasy		transitoriness, of world	— eight-line — ababbcbc	‘Leaulte vault Richesse,’ on the Instability of Worldly Joy — one eight-line stanza (ababbcbc)				Leaulte vault Richesse		Text
DIMEV 5800	This worlds princes haveth service	For other MSS which lack the first two lines see 6087; for the version in the ‘expanded’ Cycle see 4748; see also 2591.	Peter, saint; Paul, saint; Paul, saint	— two-line — aa	‘Sermo in festo Apostolorum Petri et Pauli’, in the Northern Homily Cycle						Text
DIMEV 5801	This worthy Clerk when ended was his tale	Usually designated as lines IV.1212a-g of the The Clerk’s Tale.	pilgrims/pilgrimage; marriage; patriarchy; obedience	— rhyme royal, seven-line — ababbcc	Geoffrey Chaucer, the ‘Clerk’s Endlink’/‘The Host’s Stanza’ of the Canterbury Tales —one 7-line rhyme royal stanza.		Geoffrey Chaucer		‘Clerk’s Endlink’; ‘The Host’s Stanza’; Canterbury Tales		Text
DIMEV 5802	This worthy limiter this noble Friar		pilgrims/pilgrimage; links; requital	— couplets — aa	Geoffrey Chaucer, the Friar’s Prologue of the Canterbury Tales — 36 lines in rhyming couplets.		Geoffrey Chaucer		Friar’s Prologue; Canterbury Tales		Text
DIMEV 5803	This wretched worlds transmutation	"Oxford, Bodleian Library Ashmole 59 (SC 6943) and London, British Library Harley 2251 wrongly add the Envoy from Chaucer’s ‘Venus’ (4904); Cambridge UK, Cambridge University Library Ii.3.21 is introduced into Chaucer’s translation of Boethius; non-source-specific edition is Anderson (1793)
XAnderson, Robert. The Works of the British Poets, or, Complete Edition of the Poets of Great Britain. 13 vols. Vol. 1. Edinburgh, 1793; London, 1795, 1.578."	Fortune; mutability; princes, advice to; advice, to princes; envoys; dialogues	— eight-line, six-line — ababbcbc, ababab	Geoffrey Chaucer, ‘Balade of Fortune’ — nine eight-line stanzas and a six-line Envoy		Geoffrey Chaucer		Balade of Fortune; Fortune		Text
