Id	First Line	Description	Title(s)	Author(s)	Subject(s)	Versification	Note
DIMEV 5076	Sweet Jesu my sweet leman	Dialogue between man (4 lines) and Christ on the Cross (2 lines) — 6 long lines			dialogues, Christ and man	— two-line — aa	
DIMEV 5077	Sweet Jesu now will I sing	A song of love to Jesus — in monorhyming quatrains		Richard Rolle (attrib.)	Christ, love toward; composite texts	— four-line, monorhyme — aaaa	This is a combination of 2899 and 5075. The texts differ materially in arrangement and length in all MSS. Cf. 2876 and 5835; also promise of grace for saying this prayer, 6622
DIMEV 5078	Sweet Jesu that on the Rood	A prayer to Christ — nine lines			prayers, to Christ; Christ, prayers to	— nine-line — aabccbddb	
DIMEV 5079	Sweet Jesu that was of maiden born	A penance prayer composed from prayer tags, in an English sermon — eleven lines in couplets, triplet, quatrain			Christ, wounds of; penance; composite texts	— two-line, three-line, four-line — aa, aaa, aaaa	Lines 1-5 similar to lines 1-3, 6 of 2818 (Vernon); lines 1-4 similar to first two lines of stanzas 1, 4 of 2883; lines 6-9 same as 2840.
DIMEV 5080	Sweet Jesu Thine holy blood	A simple prayer by Christ’s shedding His blood — one tail-rhyme stanza			Christ, blood of		
DIMEV 5081	Sweet Jesu where was thy guilt	A prayer to Jesus — in quatrains			Christ, prayers to; prayers, to Christ	— four-line — abcb dede fgfg	
DIMEV 5082	Sweet lady now iwis	‘Alma redemptoris mater’ — twelve three-line stanzas	 ‘Alma redemptoris mater’		Virgin Mary, prayers to; prayers, to Virgin Mary	— three-line — aaa	
DIMEV 5083	Sweet Lady Saint Mary	A prayer to the Virgin Mary — twenty-two lines in couplets			Virgin Mary, prayers to; prayers, to Virgin Mary	— two-line — aa	
DIMEV 5084	Sweet leman I die for thy love	‘Vox Christi in cruce et Responsus peccatoris’ — five short couplets	 ‘Vox Christi in cruce et Responsus peccatoris’		Christ, appeal of, to man; dialogues	— two-line — aa	
DIMEV 5085	Sweet leman thine ore	Refrain of love song, forgetfully substituted by priest for ‘Dominus vobiscum’, as related by Giraldus Cambrensis			love lyrics		
DIMEV 5086	Sweet Lord I thank Thee as I can	A thanksgiving to Christ — forty-nine lines in couplets			Christ, thanksgivings to	— two-line — aa	
DIMEV 5087	Sweet rose of virtue and of gentleness	William Dunbar, ‘To a ladye’ — three 5-line stanzas	 ‘To a ladye’		lovers, addresses to beloved	— five-line — aabba	
DIMEV 5088	Sweet Saint Anne we thee beseech	John Audelay, an invocation to St. Anne — nine 5-line stanzas (ababc) with ‘Herefore we say’ refrain and burden: ‘The moder of mary þat merceful may / Pray for vs both nyght & day’		John Audelay	Anne, saint; saints, prayers to; carols, of saints	— five-line — ababc	
DIMEV 5089	Sweet Son rue on me and burst out of Thy bonds	The Lament of the Virgin Mary at the Cross — three monorhyming quatrains in John Grimestone’s sermon notebook		John Grimestone	Virgin Mary, lament of	— four-line, monorhyme — aaaa	
DIMEV 5090	Swines-bread is swithe sweet	Count the cost of luxuries — one quatrain			advice; money	— four-line	Lines 149-150 of the Poema Morale (2113) occurring separately
DIMEV 5091	Swines hall / Fiends falle	Rhyming headings in a sermon on the failings of women, 9 lines, first two rhyme together, the rest are monorhyming			women, against; sermons, verse in	— two-line — aa	
DIMEV 5092	Swithe much need it is	‘Disputison bitwene a god man and þe deuel’ — 987 lines in couplets	 ‘Disputison bitwene a god man and þe deuel’		debates; Satan	— two-line — aa	
DIMEV 5093	Take a webster that is leal	Three impossibilities — three couplets			impossibilities	— two-line — aa	
DIMEV 5094	Take doves dung and honey well ground	Four medical recipes for women’s ailments — in couplets			medicine; recipes, medical	— two-line — aa	Formerly included under 2343.
DIMEV 5095	Take earth of earth earths brother	Verses on the Elixir, ascribed to Pearce the Black Monk — in couplets		Pearce the Black Monk (attrib.)	alchemy	— two-line — aa	See also 4236; for a variant prose version see Oxford, Bodleian Library Ashmole 759 (SC 6954), f. 124r-v (same first few lines only). All texts show extreme variations, some MSS are followed by further couplets. Further variants exist in sixteenth- and seventeenth-century MSS: see Singer (1928) XSinger, Dorothea Waley. Catalogue of Latin and Vernacular Alchemical Manuscripts. 3 vols. Brussels: Lamertin, 1928-31, 857.
DIMEV 5096	Take hard heat and dry	three couplets				— two-line — aa	
DIMEV 5097	Take heed at all times to God make thee ready	Be prepared for death — one long couplet			death, approach of	— two-line — aa	
DIMEV 5098	Take heed before that you be not lore	Death Meditations, among Latin admonitions in a similar style, at end of chapters XVII-XX of De origine Gracie — three lines with internal rhyme in the first and rough rhyme between the first and second			death	— three-line — aab	
DIMEV 5099	Take heed man how the Jews did cry	Appeal of Christ to Man by the Pains of the Passion — thirty-two lines in monoriming quatrains			Christ, appeal of, to man	— four-line — aaaa	See also 3378.
DIMEV 5100	Take heed unto my figure here above	A warning of death — eight lines			death; illustrations, verse accompanying	— four-line — abab	Cf. 6469.
DIMEV 5101	"No records were found. Use the ""IMEV Number"" search menu to find the sample records                            entered in this prototype version of the database."	close					
DIMEV 5102	Take Mercury from Mercury which is his wife	On Mercury — four monorhyming lines	 On Mercury		alchemy	— monorhyme — aa	
DIMEV 5103	Take no God but One in heaven	The Ten Commandments, a tag in the Fasciculus morum — 10 lines in couplets			Ten Commandments; sermons, verse in; translations	— two-line — aa	For the four Latin hexameters roughly translated here, see Walther (1969) XWalther, Hans. Initia carmina ac versuum medii aevi posterioris latinorum. Göttingen, 1959; 2nd ed. 1969, no. 19669, 9121; and cf. 1814
DIMEV 5104	Take onions and mince them well	‘Sauce for a mawlerd rostid’ — three couplets extracted from the Liber Cure Cocorum	 ‘Sauce for a mawlerd rostid’		recipes, culinary	— two-line — aa	Cf. 1420, 3799, 5106, 6721.
DIMEV 5105	Take take this cross at once at once my heart	A roundel, translated from the French of Charles d’Orléans (Champollion-Figeac (1842) XChampollion-Figeac, Aime. Les Poesies du duc Charles d’Orleans. Paris, 1842, 42) — 14 lines		Charles d’Orléans	roundels; love lyrics	— fourteen-line — abbaabababbaab	
DIMEV 5106	Take the crop of red briar	‘All maner herbys gode for potage’ — 13 lines in couplets extracted from the Liber Cure Cocorum	 All maner herbys gode for potage		recipes, culinary	— two-line — aa	Cf. 1420, 3799, 5104, 6721.
DIMEV 5107	Take the father that Phoebus so bright	George Ripley, alchemical verses on the Ripley scrolls — 40 lines in ten cross-rhymed quatrains			alchemy; illustrations, verse accompanying	— four-line — abab	Formerly included under 2278.
DIMEV 5108	Take the seventeenth in order set	‘Devynale per Pycard’, supposedly giving the name of ‘my dere lady’ — eight lines	 ‘Devynale per Pycard’		riddles; acrostics; lovers, addresses to beloved		Cf. 1230.
DIMEV 5109	Take this in mind of me	Reminder from the dead to the living, in a Latin sermon — three lines			sermons, verse in; death, approach of	— three-line — aba	
DIMEV 5110	Take thou this treatise thy time therein to use	Verses urging us to make the most of time — one alliterative quatrain			advice	— alliteration, four-line	
DIMEV 5111	Take three clatterers [?clateras]	Riddle on women — ten irregular lines			riddles; women; irregular		For a variant cf. 5606.
DIMEV 5112	Take time in time and no time defer	Four moralizing couplets			advice, moral	— two-line — aa	Concludes with first two lines of 513; cf. 6554.
DIMEV 5113	Take wind water white and green	Alchemical verses, ascribed (in 1652) to Pearce the Black Monk, nine lines in English, with occasional Latin words, and four lines of Latin — in couplets	 ad mineralia alteranda in terram cristallinam	Pearce the Black Monk (attrib.)	alchemy	— two-line — aa	For a prose redaction see San Marino, CA, Henry Huntington Library HU 1051, f. 132v. Sometimes follows 4236; sometimes preceded by 482. Singer (1928) XSinger, Dorothea Waley. Catalogue of Latin and Vernacular Alchemical Manuscripts. 3 vols. Brussels: Lamertin, 1928-31, 849, 849A.
DIMEV 5114	Take worms that been together gone	Three medical recipes — in couplets			medicine; recipes, medical	— two-line	Formerly included under 2343.
DIMEV 5115	Take ye in gree O worthy master mine	Address of R. Coplande to William Nevill, following a French verse envoy added by Coplande in Neville, William, The castell of pleasure The conueyaunce of a dreme how Desyre went to the castell of pleasure, wherin was the gardyn of affeccyon inhabyted by Beaute to whome he amerously expressed his loue vpon ye whiche supplycacyon rose grete stryfe dysputacyon, and argument betwene Pyte and Dysdayne, [Ed.? (R. Copland) Enprynted at London: In the Fletestrete at the sygne of the Sonne by Wynkyn de worde, [1530?]] — one stanza rhyme royal			envoys; printers, comments by	— seven line — ababbcc	
DIMEV 5116	Tancred that was prynce of Salerno	The Tale of Guiscardo and Ghismonda — rhyme royal	 Tale of Guiscardo and Ghismonda		romances	— seven-line — ababbcc	Cf. 6534.
DIMEV 5117	Tapster fill another ale	A catch for drinking, for three voices — six lines			drinking songs; songs, drinking	— eight-line — aaabcb	
DIMEV 5118	Tax has teened us all	On the Rebellion of Jack Straw (1381) — alternate English and Latin lines in 6- and 8-line stanzas			Peasants’ Revolt (1381); historical poems	— eight-line, six-line — abababab	
DIMEV 5119	Te deum Laudamus To the Lord sovereign	John Lydgate, a song of Thanksgiving, attributed to Lydgate — thirteen 8-line stanzas with refrain: ‘Te laudat omnis spiritus’		John Lydgate (attrib.)	God, praise to	— eight-line — ababbcbc	
DIMEV 5120	Teach each man with charity	The Seven Works of Spiritual Mercy — eight couplets	 ‘The Seven Works of Mercy gostly’		mercy, works of	— two-line — aa	
DIMEV 5121	Teach the unwitty	The Works of Mercy spiritual — three couplets			mercy, works of	— two-line — aa	
DIMEV 5122	Tears tolled	Short rhyming phrases in a Latin sermon — one couplet				— two-line — aa	
DIMEV 5123	Tell me now what is thy rede	A couplet in a sermon			sermons, verse in	— two-line — aa	
DIMEV 5124	Tell not thy friend all that thou wost	Warning against telling all one knows, in John Grimestone’s sermon notebook — a single stanza of eight lines			speech, advice concerning	— eight-line	Cf. bad key, F635.
DIMEV 5125	Tell we now of that year	Erra Pater, prognostications according to the day on which New Year falls — 155 lines in couplets.	 Erra Pater		prognostications; didactic verse	— two-line — aa	For other texts, some with Prologues, see 114, 6829. For pictorial prognostications, see Woodborough roll, BL facs. 480 A, B; also Oxford, Bodleian Library Rawlinson D.939 (SC 15409).
DIMEV 5126	Tell you I shall	John Skelton, ‘The Tunnyng of Elymour Rummyng’ — 623 lines in ‘skeltonics’	 ‘The Tunnyng of Elymour Rummyng’	John Skelton		— skeltonic	
DIMEV 5127	That Archangel shining full bright	James Ryman, On the Annunciation — four stanzas rhyme royal and burden: ‘As gabriell archaungell seyde / Now criste is borne of a pure meyde’		James Ryman	carols, Annunciation	— seven-line — ababbcc	
DIMEV 5128	That blissful bairn in Bethlehem born	The Virtues of the Mass — 281 5-line stanzas			mass, virtues of	— five-line — aabab	
DIMEV 5129	That every man in his degree	‘A pece of ye battayll of the psalms, from Master Blomfeld’s Boke’	 ‘A pece of ye battayll of the psalms, from Master Blomfeld’s Boke’		psalms, penitential		
DIMEV 5130	That fasting withouten alms is of might	On fasting — one proverbial couplet translating ‘Tale est ieiunium sine eleemosyna qualis sine oleo lucerna’ which precedes it in John Grimestone’s preaching notebook		Augustine (attrib.); John Grimestone	fasting; proverbs	— two-line — aa	Attributed to Augustine in the MS.
DIMEV 5131	That good thinketh good may do	The Castle of Love, a translation of Grosseteste’s Chateau d’Amour — 1860 lines in couplets	 The Castle of Love ; Chateau d’Amour	Robert Grosseteste	treatises, devotional; allegories; instruction, religious	— two-line — aa	For other versions, see 2809, 3089, 6635.
DIMEV 5132	That goodly lass	‘Margaret Meek’ — three 8-line stanzas (aaabcccb) with a 4-line introductory heading and burden: ‘So manerly / So curtesly / So prately / She delis allway’	 ‘Margaret Meek’		love lyrics; songs	— eight-line — aaabcccb	
DIMEV 5133	That he be indeed rightful	Four qualities of another Job, in a sermon — two couplets			sermons, verse in; Job	— two-line — aa	
DIMEV 5134	That he were fed	Acts of mercy for and by Christ, in a sermon, In die pasce — two couplets			sermons, verse in; mercy, works of	— two-line — aa	
DIMEV 5135	That heart my heart hath in such grace	Two Loving Hearts — six quatrains (abab) and burden: ‘For [wele or w]oo I wyll not fle / To love þat hart þat lovyth me’			carols, amorous	— four-line — abab	
DIMEV 5136	That him were better to be dead	Fragment of a tale involving a man and an ass — in couplets			tales	— two-line — aa	
